일반수력,양수,소수력,무연탄,유연탄,중유,LNG,유류,원자력,신재생,집단,내연력,기타
3206.0,3271.0,671.0,2094.0,185241.0,1504.0,111690.0,69.0,160184.0,31057.0,45567.0,405.0,4940.0
