year,metro,city,genSrc,capacity,cnt,all,0,1,2,3,4,5,6,7,8,9,10,면적
2016,대구,달성군,태양광,5082.04,42,218268,25430,22348,26149,36695,36931,34644,20188,10810,4543,504,26,885.2
2016,대구,동구,태양광,795.76,14,351352,30389,31381,43072,50865,55707,58876,44587,25917,9441,1010,107,885.2
2016,대구,북구,태양광,889.3,21,440383,39791,52457,59214,59678,81233,72369,42317,23786,8575,889,74,885.2
2016,대구,서구,태양광,60.0,2,199507,11057,16471,27001,24429,31213,39822,28539,15273,5061,553,88,885.2
2016,대구,수성구,태양광,347.16,11,447011,34988,63034,58496,49662,85194,73460,44252,25546,10991,1306,82,885.2
2017,대구,남구,태양광,189.73,5,152845,8146,11504,20564,19392,22980,26579,22641,14271,6016,686,66,885.2
2017,대구,달서구,태양광,5749.37,36,578068,47426,66056,83007,74245,100952,103297,60559,29453,11746,1254,73,885.2
2017,대구,달성군,태양광,8042.21,59,243375,29214,23351,29470,42500,40351,37928,23232,11725,4989,588,27,885.2
2017,대구,동구,태양광,1712.76,22,349379,29152,30251,43198,48686,54834,58432,46198,27104,10266,1154,104,885.2
2017,대구,북구,태양광,4933.9,29,441375,38234,50177,60746,58154,79759,74037,44839,25055,9301,1004,69,885.2
2017,대구,서구,태양광,110.0,3,191992,10094,14834,25957,22318,28882,38710,29121,15904,5477,606,89,885.2
2017,대구,수성구,태양광,2317.06,17,439211,33093,59870,58191,47276,81712,73473,45956,26429,11725,1385,101,885.2
2018,대구,남구,태양광,84.0,5,150501,7520,10849,20423,18483,21908,26357,22849,14833,6410,793,76,885.2
2018,대구,달서구,태양광,6445.1,51,573413,45262,62415,82364,72346,96358,105563,63772,31240,12610,1407,76,885.2
2018,대구,달성군,태양광,10613.28,86,250543,29944,23427,29824,43396,40770,39590,25015,12479,5418,655,25,885.2
2018,대구,동구,연료전지,297.0,1,351291,28571,29313,43532,48399,53666,59146,47617,28551,11097,1289,110,885.2
2018,대구,동구,태양광,2196.76,31,351291,28571,29313,43532,48399,53666,59146,47617,28551,11097,1289,110,885.2
2018,대구,북구,태양광,1884.8,34,439489,36774,48006,60735,57192,76298,75980,46874,26241,10171,1147,71,885.2
2018,대구,서구,태양광,284.0,7,184372,9287,13294,24698,20686,26316,37819,29113,16513,5877,674,95,885.2
2018,대구,수성구,태양광,699.16,17,432759,31851,56785,57599,45823,77586,74581,47295,27265,12431,1453,90,885.2
2019,대구,남구,태양광,221.77,13,148113,7278,10051,20120,17826,21080,25522,23352,15009,6927,866,82,885.2
2019,대구,달서구,태양광,9127.94,86,568887,43368,58954,80698,69897,93197,105326,68957,32974,13904,1529,83,885.2
2019,대구,달성군,태양광,17533.86,138,256540,30322,23577,29523,43084,42264,40494,27433,13197,5916,703,27,885.2
2019,대구,동구,연료전지,297.0,1,345469,27103,27792,42229,45899,52318,57845,49203,29426,12118,1419,117,885.2
2019,대구,동구,태양광,3876.31,64,345469,27103,27792,42229,45899,52318,57845,49203,29426,12118,1419,117,885.2
2019,대구,북구,태양광,3626.8,66,437710,35406,45511,60440,55130,74201,76941,50142,27362,11267,1230,80,885.2
2019,대구,서구,태양광,833.21,20,175277,8325,11980,22699,18696,24174,35623,29800,16737,6409,736,98,885.2
2019,대구,수성구,태양광,941.16,29,428614,30996,54133,56337,44290,75160,74918,49733,28013,13281,1654,99,885.2
2019,대구,중구,태양광,90.0,4,77421,5514,5200,11595,11164,10993,11580,10177,7394,3236,476,92,885.2
2020,대구,남구,태양광,442.8,24,146632,6821,9419,20457,17178,20403,24967,23994,15135,7232,939,87,885.2
2020,대구,달서구,태양광,12764.0,120,558631,40273,55240,79273,66579,89441,103664,73333,34305,14706,1726,91,885.2
2020,대구,달성군,태양광,22695.79,189,259339,29418,23923,29044,41698,43471,40851,29845,13988,6275,796,30,885.2
2020,대구,동구,연료전지,297.0,1,341920,25193,26566,41684,43821,51410,56998,51418,30211,13013,1481,125,885.2
2020,대구,동구,태양광,5725.31,88,341920,25193,26566,41684,43821,51410,56998,51418,30211,13013,1481,125,885.2
2020,대구,북구,태양광,5350.8,95,440263,34031,43304,62136,54010,72657,78202,53923,28316,12187,1403,94,885.2
2020,대구,서구,태양광,1273.14,28,170700,7564,10862,21673,17443,22825,34321,31085,17173,6896,755,103,885.2
2020,대구,수성구,태양광,981.16,31,424314,29784,51495,55403,42826,72866,75151,52132,28773,13943,1841,100,885.2
2020,대구,중구,태양광,144.0,7,76547,5142,5089,11864,10755,10766,11325,10227,7375,3413,488,103,885.2
2021,대구,남구,태양광,514.89,28,143175,6329,8943,19735,16713,19414,24204,24316,14893,7636,974,18,885.2
2021,대구,달서구,연료전지,210.0,1,544926,36879,52726,75096,62906,85255,101488,77707,35207,15695,1925,42,885.2
2021,대구,달서구,태양광,14850.82,155,544926,36879,52726,75096,62906,85255,101488,77707,35207,15695,1925,42,885.2
2021,대구,달성군,태양광,29755.26,272,262451,28509,24477,28382,40506,44717,41035,32570,14634,6736,868,17,885.2
2021,대구,동구,연료전지,297.0,1,341436,23998,26205,40513,43183,50977,56436,53656,30763,14073,1592,40,885.2
2021,대구,동구,태양광,7374.31,111,341436,23998,26205,40513,43183,50977,56436,53656,30763,14073,1592,40,885.2
2021,대구,북구,태양광,8686.47,129,437008,31921,41761,61011,52587,70291,78215,57534,28982,13157,1518,31,885.2
2021,대구,서구,태양광,2321.51,53,164528,6779,10107,19897,16715,21323,32298,32000,17251,7373,767,18,885.2
2021,대구,수성구,태양광,1287.16,38,417097,28406,49315,52915,41672,69974,74743,54283,29098,14636,1998,57,885.2
2021,대구,중구,태양광,174.0,8,74791,5002,5003,11372,10583,10604,11025,10225,7000,3475,480,22,885.2
2012,대전,대덕구,매립지가스(LFG),99.0,1,205688,18923,29322,27961,32093,37344,31978,15235,9509,2893,406,24,539.7
2012,대전,대덕구,태양광,39.08,5,205688,18923,29322,27961,32093,37344,31978,15235,9509,2893,406,24,539.7
2012,대전,동구,태양광,25.14,2,251945,23722,28720,34156,41626,39324,39940,23692,15473,4621,608,63,539.7
2012,대전,서구,태양광,50.74,3,496513,47143,73920,72797,79769,89773,73548,32718,19360,6533,896,56,539.7
2012,대전,유성구,태양광,486.09,5,306312,38694,45332,40892,55947,56610,39735,15212,9654,3667,540,29,539.7
2012,대전,중구,태양광,74.78,3,264125,23782,33534,33639,41276,43805,41337,24954,15932,5193,620,53,539.7
2013,대전,대덕구,매립지가스(LFG),99.0,1,204360,18284,27986,27635,30738,37582,32928,15739,9890,3112,442,24,539.7
2013,대전,대덕구,태양광,81.48,8,204360,18284,27986,27635,30738,37582,32928,15739,9890,3112,442,24,539.7
2013,대전,동구,태양광,56.34,3,250653,23461,27699,33205,40250,39966,40217,24094,16068,4970,663,60,539.7
2013,대전,서구,태양광,70.62,4,498917,47087,71252,72568,78583,90775,75923,34491,20170,6989,1013,66,539.7
2013,대전,유성구,태양광,506.09,6,313968,39025,45020,42183,55948,58842,42020,16410,9999,3874,615,32,539.7
2013,대전,중구,태양광,106.64,5,264913,23532,32564,33160,40434,44825,41666,25816,16529,5609,725,53,539.7
2014,대전,대덕구,매립지가스(LFG),99.0,1,201558,17481,26376,27509,28887,36840,33617,16807,10168,3409,437,27,539.7
2014,대전,대덕구,태양광,313.78,11,201558,17481,26376,27509,28887,36840,33617,16807,10168,3409,437,27,539.7
2014,대전,동구,태양광,282.85,10,245493,22278,26373,32222,37407,39417,40080,25062,16462,5422,709,61,539.7
2014,대전,서구,태양광,275.62,11,496132,46187,67545,72688,76113,89850,77104,37151,20741,7573,1104,76,539.7
2014,대전,유성구,태양광,1141.23,15,327461,40152,45133,44765,57266,61272,45152,18339,10395,4260,686,41,539.7
2014,대전,중구,태양광,258.42,10,261165,22564,30769,32847,38023,44221,41695,27019,17160,6049,763,55,539.7
2015,대전,대덕구,매립지가스(LFG),99.0,1,196839,16500,24323,27172,26953,35480,33807,18173,10236,3743,425,27,539.7
2015,대전,대덕구,태양광,663.28,17,196839,16500,24323,27172,26953,35480,33807,18173,10236,3743,425,27,539.7
2015,대전,동구,태양광,353.15,12,239579,21132,24780,31379,34705,38567,39143,26505,16636,5883,776,73,539.7
2015,대전,서구,태양광,350.87,14,490859,45300,63235,72778,73645,87936,77199,40165,21111,8271,1140,79,539.7
2015,대전,유성구,태양광,1195.73,17,335312,40494,43736,46958,57849,61819,47370,20942,10740,4624,735,45,539.7
2015,대전,중구,태양광,308.42,12,256186,21623,28890,32462,35568,43206,41145,28496,17413,6484,842,57,539.7
2016,대전,대덕구,매립지가스(LFG),99.0,1,192688,15631,22510,26920,25216,34287,33737,19424,10454,4020,462,27,539.7
2016,대전,대덕구,태양광,781.93,20,192688,15631,22510,26920,25216,34287,33737,19424,10454,4020,462,27,539.7
2016,대전,동구,태양광,441.98,13,234959,19998,23557,31056,32580,37759,38335,27663,16770,6378,781,82,539.7
2016,대전,서구,태양광,578.44,18,491011,45085,60039,73388,72701,87129,77268,43383,21755,8988,1193,82,539.7
2016,대전,유성구,태양광,1455.11,21,343222,40595,42650,49132,58669,62562,49159,23588,10942,5106,768,51,539.7
2016,대전,중구,태양광,638.54,17,252490,20767,27160,32300,33713,42528,40612,29592,17854,6992,906,66,539.7
2017,대전,대덕구,매립지가스(LFG),99.0,1,186902,14256,20790,26404,23417,32388,33444,20474,10873,4294,527,35,539.7
2017,대전,대덕구,태양광,2676.97,34,186902,14256,20790,26404,23417,32388,33444,20474,10873,4294,527,35,539.7
2017,대전,동구,태양광,1157.32,26,230516,18488,22670,30724,30258,36891,37764,28634,17359,6791,854,83,539.7
2017,대전,서구,태양광,1554.45,36,487448,43347,56978,73987,70956,85117,77073,46205,22872,9511,1323,79,539.7
2017,대전,유성구,태양광,3268.33,33,348428,39846,41660,50527,58847,62819,50763,26100,11522,5456,836,52,539.7
2017,대전,중구,태양광,917.55,24,248933,19281,25907,32331,31806,41490,40253,30631,18618,7550,1001,65,539.7
2018,대전,대덕구,매립지가스(LFG),99.0,1,181991,13031,19173,25819,21893,30327,33744,21392,11334,4654,590,34,539.7
2018,대전,대덕구,태양광,3629.06,49,181991,13031,19173,25819,21893,30327,33744,21392,11334,4654,590,34,539.7
2018,대전,동구,태양광,3525.82,37,229071,17354,21779,30858,29154,35818,38093,29648,18021,7315,948,83,539.7
2018,대전,서구,태양광,1537.37,42,484663,41804,54491,74039,69744,82176,78266,48629,23838,10152,1440,84,539.7
2018,대전,유성구,태양광,3111.75,46,349790,38458,40374,51305,58195,61652,52520,28224,12252,5849,907,54,539.7
2018,대전,중구,태양광,1132.75,31,244421,17850,24720,31934,30054,39679,40360,31262,19311,8084,1103,64,539.7
2019,대전,대덕구,매립지가스(LFG),99.0,1,177031,11905,17783,24958,20273,28526,33588,22734,11606,5015,613,30,539.7
2019,대전,대덕구,태양광,7438.64,77,177031,11905,17783,24958,20273,28526,33588,22734,11606,5015,613,30,539.7
2019,대전,동구,태양광,3016.82,49,226771,16248,20891,30798,27440,34796,37871,31092,18551,7926,1073,85,539.7
2019,대전,서구,태양광,2349.17,71,481222,40343,52034,73711,67975,80080,78531,51385,24579,10957,1542,85,539.7
2019,대전,유성구,태양광,4650.39,63,349373,36686,39145,51684,56841,60821,53385,30799,12796,6162,998,56,539.7
2019,대전,중구,태양광,1580.75,42,240473,16647,23326,31478,27951,38258,40494,32297,19981,8793,1171,77,539.7
2020,대전,대덕구,매립지가스(LFG),99.0,1,176384,11307,16700,24528,20177,27261,33686,24620,12102,5275,689,39,539.7
2020,대전,대덕구,태양광,8165.64,94,176384,11307,16700,24528,20177,27261,33686,24620,12102,5275,689,39,539.7
2020,대전,동구,태양광,3416.82,59,223021,15010,19901,30186,25852,34080,36736,32564,19150,8315,1129,98,539.7
2020,대전,서구,태양광,3054.17,93,477880,38092,49693,74090,65899,78525,77731,54755,26027,11304,1672,92,539.7
2020,대전,유성구,태양광,5498.39,82,351047,34946,38155,52744,56069,60445,54074,33611,13453,6411,1082,57,539.7
2020,대전,중구,태양광,1709.75,47,235550,15174,21987,30940,26091,36905,39694,33603,20588,9214,1269,85,539.7
2021,대전,대덕구,바이오,99.0,1,175046,10519,15786,24097,19941,26157,33326,26362,12363,5721,748,26,539.7
2021,대전,대덕구,연료전지,105.0,1,175046,10519,15786,24097,19941,26157,33326,26362,12363,5721,748,26,539.7
2021,대전,대덕구,태양광,10092.44,120,175046,10519,15786,24097,19941,26157,33326,26362,12363,5721,748,26,539.7
2021,대전,동구,태양광,4245.96,69,222222,14156,19474,30090,25243,33446,36280,34291,19154,8880,1174,34,539.7
2021,대전,서구,태양광,3663.39,108,473365,35861,48149,72847,64713,76261,76797,58390,26485,12047,1766,49,539.7
2021,대전,유성구,태양광,6941.31,94,351277,33129,37818,52312,54802,59950,54745,36673,13867,6816,1141,24,539.7
2021,대전,중구,태양광,1815.72,51,230341,13883,20948,30051,24970,35204,38869,34798,20521,9735,1326,36,539.7
2012,부산,강서구,태양광,1900.69,9,65806,5859,5865,7813,10459,9605,12346,7449,4600,1588,200,22,771.3
2012,부산,금정구,소수력,55.0,1,255692,16932,29818,35987,35392,41500,47292,27606,15643,4809,601,112,771.3
2012,부산,금정구,태양광,137.69,4,255692,16932,29818,35987,35392,41500,47292,27606,15643,4809,601,112,771.3
2012,부산,기장군,태양광,386.52,3,114566,12738,12872,11945,20150,18627,16974,11115,7391,2407,322,25,771.3
2012,부산,남구,태양광,167.85,2,291175,22033,32884,38471,44037,46843,49936,32862,18489,4961,580,79,771.3
2012,부산,동구,태양광,26.0,1,98529,5494,9189,11710,13856,14720,18131,13426,9143,2525,280,55,771.3
2012,부산,동래구,태양광,419.62,5,278767,20024,34401,37019,40254,46319,50411,29311,15707,4651,583,87,771.3
2012,부산,부산진구,태양광,141.5,2,392731,28705,40428,54792,62659,61931,68552,41958,25798,6942,808,158,771.3
2012,부산,북구,태양광,98.28,1,312937,24402,41449,43889,44593,55525,56453,27041,14690,4361,471,63,771.3
2012,부산,사상구,태양광,428.15,6,250424,18666,28647,36266,38489,42701,47011,23451,11790,3015,349,39,771.3
2012,부산,사하구,태양광,213.89,5,352726,28572,42719,47727,54390,58809,62899,33561,17910,5369,648,122,771.3
2012,부산,수영구,태양광,30.0,1,176666,11845,17901,23312,27330,26932,32216,21315,11721,3649,411,34,771.3
2012,부산,연제구,태양광,112.85,2,211536,16213,23678,27147,32403,34530,37804,23044,12745,3540,380,52,771.3
2012,부산,영도구,태양광,127.13,2,139765,8181,14031,17095,18855,21275,26444,18448,11727,3214,409,86,771.3
2012,부산,중구,태양광,5.28,1,48148,2488,4108,5754,6935,7494,9162,6562,4121,1299,170,55,771.3
2012,부산,해운대구,태양광,182.4,1,428188,36614,57099,52913,63625,78231,70780,38322,22847,6896,763,98,771.3
2013,부산,강서구,태양광,4061.69,22,69873,6930,6076,7738,11908,10134,12628,7789,4744,1685,218,23,771.3
2013,부산,금정구,소수력,55.0,1,253526,16523,28157,35602,34167,40685,47431,28573,16497,5097,653,141,771.3
2013,부산,금정구,태양광,176.71,6,253526,16523,28157,35602,34167,40685,47431,28573,16497,5097,653,141,771.3
2013,부산,기장군,태양광,1398.52,6,132507,16316,14149,13347,24872,21493,18548,12569,8136,2674,378,25,771.3
2013,부산,남구,태양광,167.85,2,291770,22078,31809,37937,42992,47536,50143,33403,19787,5366,626,93,771.3
2013,부산,동구,태양광,26.0,1,96011,5188,8499,11107,12884,14403,17848,13478,9537,2711,296,60,771.3
2013,부산,동래구,태양광,419.62,5,276689,19722,32688,36372,38892,46075,50291,30390,16623,4897,642,97,771.3
2013,부산,부산진구,태양광,240.5,3,389765,28062,38058,53787,61250,61551,68539,43020,26947,7481,901,169,771.3
2013,부산,북구,태양광,197.53,2,309719,23713,39002,43316,42781,54249,57686,28178,15516,4671,542,65,771.3
2013,부산,사상구,태양광,723.53,9,246797,18194,26485,35263,36913,41631,47601,24538,12463,3275,388,46,771.3
2013,부산,사하구,태양광,520.89,7,349110,28031,40113,46353,53003,57836,63351,35049,18822,5701,724,127,771.3
2013,부산,수영구,태양광,30.0,1,175098,11476,16955,22778,26636,26859,31693,21988,12308,3937,429,39,771.3
2013,부산,연제구,태양광,112.85,2,209290,15565,22521,26494,31100,34391,37723,23745,13508,3755,438,50,771.3
2013,부산,영도구,태양광,157.55,3,135816,7767,13064,16045,17519,20690,25931,18580,12291,3397,439,93,771.3
2013,부산,중구,태양광,5.28,1,47345,2381,3869,5609,6625,7425,8975,6581,4293,1321,206,60,771.3
2013,부산,해운대구,태양광,182.4,1,425536,35621,54575,52348,61308,77668,71927,39810,23925,7395,847,112,771.3
2014,부산,강서구,태양광,8567.32,42,79619,9067,6668,8578,14697,11572,13428,8544,4956,1858,226,25,771.3
2014,부산,금정구,소수력,55.0,1,249856,16170,26071,35594,32550,39513,46913,29625,17007,5570,681,162,771.3
2014,부산,금정구,태양광,354.46,9,249856,16170,26071,35594,32550,39513,46913,29625,17007,5570,681,162,771.3
2014,부산,기장군,태양광,1525.02,9,144748,18532,15100,14155,27151,23915,19816,13841,8784,2999,430,25,771.3
2014,부산,남구,태양광,266.85,3,286989,21475,30116,37103,40660,47196,49023,34224,20646,5795,655,96,771.3
2014,부산,동구,태양광,46.0,2,94565,4934,7843,10977,12241,14161,17501,13703,9820,3004,316,65,771.3
2014,부산,동래구,태양광,458.48,7,275971,19856,31138,35853,38094,45853,49902,31722,17450,5324,675,104,771.3
2014,부산,부산진구,태양광,339.5,4,387378,27495,35791,54012,59231,61026,67897,44730,27792,8236,973,195,771.3
2014,부산,북구,태양광,254.29,4,306974,23180,36294,43457,41017,52726,58278,30160,16113,5096,572,81,771.3
2014,부산,사상구,태양광,743.53,10,242953,17789,24385,34487,35469,40052,47610,26123,13023,3531,441,43,771.3
2014,부산,사하구,태양광,1143.13,12,343371,27145,37453,45138,50715,56427,62835,36993,19654,6101,775,135,771.3
2014,부산,수영구,태양광,30.0,1,178480,11574,16481,23319,26723,27437,31810,23180,13159,4293,462,42,771.3
2014,부산,연제구,태양광,112.85,2,208012,15363,21398,26275,29783,34438,37249,24856,14058,4070,467,55,771.3
2014,부산,영도구,태양광,157.55,3,132102,7420,11978,15412,16218,20078,25020,19070,12661,3686,463,96,771.3
2014,부산,중구,태양광,5.28,1,46737,2291,3587,5663,6294,7311,8742,6736,4455,1377,219,62,771.3
2014,부산,해운대구,태양광,219.4,4,423531,35102,51648,52488,59234,76794,72515,41801,24799,8112,916,122,771.3
2015,부산,강서구,태양광,10178.33,50,94608,12517,7507,9981,19032,13665,14510,9982,5136,1995,254,29,771.3
2015,부산,금정구,소수력,55.0,1,246026,15886,23995,35524,30959,38176,45462,31827,17273,5998,760,166,771.3
2015,부산,금정구,태양광,354.46,9,246026,15886,23995,35524,30959,38176,45462,31827,17273,5998,760,166,771.3
2015,부산,기장군,태양광,2266.02,15,153093,19954,15647,14694,28243,25763,20360,15417,9162,3342,481,30,771.3
2015,부산,남구,태양광,266.85,3,283101,21300,28535,36579,38395,46739,47306,36045,21006,6369,726,101,771.3
2015,부산,동구,태양광,46.0,2,92069,4727,7061,10827,11340,13696,16731,14287,9747,3233,343,77,771.3
2015,부산,동래구,태양광,470.48,8,272837,19968,29390,35369,36433,45306,48358,33882,17552,5758,721,100,771.3
2015,부산,부산진구,태양광,438.5,5,381572,26838,33227,53518,56756,59398,66022,47749,28001,8853,1007,203,771.3
2015,부산,북구,태양광,254.29,4,310484,23826,33969,44302,41293,51493,59084,33600,16598,5586,644,89,771.3
2015,부산,사상구,태양광,943.45,11,237711,17359,22065,33629,33867,38097,46799,28259,13273,3880,436,47,771.3
2015,부산,사하구,태양광,1143.13,12,337781,26504,34826,44101,48270,54845,61469,39978,20227,6581,839,141,771.3
2015,부산,서구,태양광,19.52,1,115963,6340,9882,14270,14019,17355,21125,17285,11145,3914,527,101,771.3
2015,부산,수영구,태양광,30.0,1,179795,11713,15509,23801,26861,27317,30952,24957,13445,4660,529,51,771.3
2015,부산,연제구,태양광,112.85,2,210718,16068,20693,26538,29830,34399,36814,26822,14406,4562,523,63,771.3
2015,부산,영도구,태양광,217.8,5,129385,7237,11030,14838,15325,19402,24003,20191,12759,4020,482,98,771.3
2015,부산,중구,태양광,104.28,2,45816,2180,3303,5636,5803,7072,8413,7144,4505,1464,232,64,771.3
2015,부산,해운대구,태양광,254.35,6,422818,34810,48864,52907,57532,75495,72295,45474,25406,8913,993,129,771.3
2016,부산,강서구,태양광,11612.95,57,108909,15747,8259,11168,23048,15888,15601,11318,5470,2098,277,35,771.3
2016,부산,금정구,소수력,55.0,1,244624,15550,22469,35571,30231,37014,44907,33421,17967,6503,821,170,771.3
2016,부산,금정구,태양광,389.46,10,244624,15550,22469,35571,30231,37014,44907,33421,17967,6503,821,170,771.3
2016,부산,기장군,태양광,2340.02,17,158527,20675,15768,15243,28349,27070,21006,16569,9593,3699,524,31,771.3
2016,부산,남구,태양광,266.85,3,278779,20595,27054,36126,36338,45853,46086,37303,21620,6874,822,108,771.3
2016,부산,동구,태양광,94.0,3,89826,4540,6397,10487,10730,13240,16060,14720,9687,3494,387,84,771.3
2016,부산,동래구,태양광,520.48,9,272745,20337,28029,35020,36056,44950,47339,35653,18209,6252,781,119,771.3
2016,부산,부산진구,태양광,438.5,5,376526,26219,30887,53151,54712,58049,64479,49671,28372,9683,1083,220,771.3
2016,부산,북구,태양광,254.29,4,310202,24049,31498,44361,41170,49684,59203,36067,17283,6102,692,93,771.3
2016,부산,사상구,태양광,943.45,11,232800,16753,20163,32865,32381,36195,46172,29909,13626,4205,476,55,771.3
2016,부산,사하구,태양광,1143.13,12,334603,25954,32344,43981,46514,53386,60536,42465,21261,7118,893,151,771.3
2016,부산,서구,태양광,19.52,1,112973,6127,9026,14128,13242,16542,20331,17564,11139,4216,555,103,771.3
2016,부산,수영구,태양광,61.0,2,179324,11688,14540,24002,26402,27123,30074,25806,14006,5045,590,48,771.3
2016,부산,연제구,태양광,112.85,2,207268,15808,19290,26321,28864,33586,35521,27674,14652,4906,582,64,771.3
2016,부산,영도구,태양광,187.55,4,126362,6964,10184,14334,14466,18609,23057,20752,13036,4334,523,103,771.3
2016,부산,중구,태양광,104.28,2,45208,2083,3055,5687,5547,6846,8205,7262,4643,1569,245,66,771.3
2016,부산,해운대구,태양광,334.35,10,419853,33998,46247,52754,55466,74293,71823,48297,26019,9735,1086,135,771.3
2017,부산,강서구,태양광,13473.45,75,117382,17544,8895,11508,25370,17615,15817,12296,5775,2193,331,38,771.3
2017,부산,금정구,소수력,55.0,1,244469,15347,21491,35548,29538,36127,44316,34934,19078,7002,913,175,771.3
2017,부산,금정구,태양광,404.46,10,244469,15347,21491,35548,29538,36127,44316,34934,19078,7002,913,175,771.3
2017,부산,기장군,태양광,2833.02,18,161651,20146,16175,15651,27205,28302,21580,17626,10366,3995,573,32,771.3
2017,부산,남구,태양광,362.85,5,273854,19339,25923,35730,34096,44578,44742,38247,22741,7428,913,117,771.3
2017,부산,동구,태양광,94.0,3,88868,4339,6061,10412,10424,12873,15476,15029,9945,3770,452,87,771.3
2017,부산,동래구,소수력,10.0,1,270727,19932,27111,34489,34718,44180,46451,36869,19338,6662,853,124,771.3
2017,부산,동래구,태양광,713.48,12,270727,19932,27111,34489,34718,44180,46451,36869,19338,6662,853,124,771.3
2017,부산,부산진구,태양광,454.5,6,371703,25041,29206,53005,53094,56266,62847,51188,29283,10388,1172,213,771.3
2017,부산,북구,태양광,254.29,4,302924,22841,29016,43026,39063,46978,58157,38116,18393,6463,778,93,771.3
2017,부산,사상구,태양광,1535.07,11,229219,15814,18733,32499,30848,34476,45507,31512,14597,4653,520,60,771.3
2017,부산,사하구,태양광,1356.41,15,333301,25022,30729,43836,45200,52152,59552,45094,22777,7765,1036,138,771.3
2017,부산,서구,태양광,59.52,2,110039,5838,8365,13920,12522,15668,19512,17659,11486,4363,605,101,771.3
2017,부산,수영구,태양광,156.19,3,179996,11565,13873,24351,26087,26929,29541,26545,14973,5410,668,54,771.3
2017,부산,연제구,태양광,112.85,2,206742,15570,18323,26489,28637,32668,34976,28585,15466,5323,641,64,771.3
2017,부산,영도구,태양광,187.55,4,123521,6583,9432,13827,13619,17749,22300,21047,13598,4669,585,112,771.3
2017,부산,중구,태양광,151.28,4,44218,1878,2762,5648,5251,6587,7783,7519,4765,1674,278,73,771.3
2017,부산,해운대구,태양광,330.35,6,412039,31933,43949,51852,51952,71904,70987,50351,27322,10395,1261,133,771.3
2018,부산,강서구,태양광,20764.35,114,122957,18602,9531,11601,26175,18945,15943,13300,6147,2300,376,37,771.3
2018,부산,금정구,소수력,55.0,1,242956,14899,20345,35085,28767,34760,43782,36199,20385,7568,985,181,771.3
2018,부산,금정구,태양광,976.46,16,242956,14899,20345,35085,28767,34760,43782,36199,20385,7568,985,181,771.3
2018,부산,기장군,태양광,3443.02,21,164864,19825,16593,15868,26537,29349,22144,18493,11067,4336,619,33,771.3
2018,부산,기장군,풍력,8.0,1,164864,19825,16593,15868,26537,29349,22144,18493,11067,4336,619,33,771.3
2018,부산,남구,태양광,362.85,5,279917,20432,25566,36195,34956,44529,45498,39626,23853,8157,986,119,771.3
2018,부산,동구,태양광,94.0,3,86912,4083,5582,10226,10065,12231,15008,14993,10191,3954,490,89,771.3
2018,부산,동래구,소수력,10.0,1,266515,19164,26015,33693,33689,42537,45387,37705,20253,7055,891,126,771.3
2018,부산,동래구,태양광,667.48,14,266515,19164,26015,33693,33689,42537,45387,37705,20253,7055,891,126,771.3
2018,부산,부산진구,태양광,463.5,7,362357,23592,27468,51536,50392,53519,61241,51881,30253,10959,1308,208,771.3
2018,부산,북구,태양광,332.29,5,296952,21660,27032,41462,37519,44149,57577,40238,19344,6985,892,94,771.3
2018,부산,사상구,태양광,1063.07,16,223361,14750,17355,31449,28926,32165,44694,32882,15496,5009,571,64,771.3
2018,부산,사하구,태양광,1407.41,16,327791,23638,28853,43114,43241,49772,58613,46848,24087,8341,1143,141,771.3
2018,부산,서구,태양광,88.52,3,110534,6034,8024,13862,12547,15410,19271,18110,11898,4610,662,106,771.3
2018,부산,수영구,태양광,61.0,2,176246,10785,12984,24199,24905,25799,28477,26850,15737,5701,748,61,771.3
2018,부산,연제구,태양광,112.85,2,207840,15429,17602,26556,28588,31871,34992,29714,16599,5730,689,70,771.3
2018,부산,영도구,태양광,234.55,5,120109,6127,8767,13140,12728,16726,21573,21241,14066,4975,645,121,771.3
2018,부산,중구,태양광,151.28,4,42795,1699,2460,5477,4895,6050,7545,7582,4871,1828,313,75,771.3
2018,부산,해운대구,태양광,991.35,13,409347,30723,41968,51274,50781,69235,71444,52465,28745,11167,1405,140,771.3
2019,부산,강서구,태양광,27387.35,154,129566,19380,10435,11860,26536,21062,16421,14445,6492,2484,412,39,771.3
2019,부산,금정구,소수력,55.0,1,239062,14162,19022,34283,27165,33472,42559,37588,21252,8259,1109,191,771.3
2019,부산,금정구,태양광,928.46,19,239062,14162,19022,34283,27165,33472,42559,37588,21252,8259,1109,191,771.3
2019,부산,기장군,태양광,5399.02,38,164716,18803,16718,15872,24478,30097,22374,19349,11580,4751,659,35,771.3
2019,부산,기장군,풍력,8.0,1,164716,18803,16718,15872,24478,30097,22374,19349,11580,4751,659,35,771.3
2019,부산,남구,태양광,711.85,11,274480,19571,24289,35676,32917,43248,44330,39999,24458,8791,1073,128,771.3
2019,부산,동구,태양광,115.0,5,88165,4164,5347,10391,10254,12092,15008,15488,10490,4289,546,96,771.3
2019,부산,동래구,소수력,10.0,1,271247,19984,25492,33494,34081,43092,45521,39461,21357,7633,996,136,771.3
2019,부산,동래구,태양광,679.48,15,271247,19984,25492,33494,34081,43092,45521,39461,21357,7633,996,136,771.3
2019,부산,부산진구,태양광,478.5,8,357880,22339,26163,51209,48169,52195,59674,53480,31062,11925,1442,222,771.3
