year,metro,city,genSrc,capacity,cnt,all,0,1,2,3,4,5,6,7,8,9,10,면적
2012,강원,강릉시,소수력,870.0,2,217741,17769,27970,24462,30035,35702,36526,22162,16554,5644,871,46,16830.1
2012,강원,강릉시,태양광,3136.24,14,217741,17769,27970,24462,30035,35702,36526,22162,16554,5644,871,46,16830.1
2012,강원,고성군,태양광,2418.41,11,30124,1767,2961,4370,2932,4232,5448,3758,3313,1152,182,9,16830.1
2012,강원,동해시,태양광,15.0,1,93897,8317,12269,10068,13359,15737,15757,9290,6702,2145,236,17,16830.1
2012,강원,삼척시,태양광,212.32,6,72463,4984,8393,9504,8785,10677,12359,8178,6861,2421,274,27,16830.1
2012,강원,속초시,태양광,49.2,3,83579,7062,11255,8994,11260,15146,14418,7587,5534,2047,256,20,16830.1
2012,강원,속초시,폐기물,390.0,1,83579,7062,11255,8994,11260,15146,14418,7587,5534,2047,256,20,16830.1
2012,강원,양구군,태양광,1453.86,17,22799,2107,2789,3384,2916,3163,3586,2065,2007,668,104,10,16830.1
2012,강원,양양군,태양광,29.44,1,27802,1789,2676,2794,3089,4059,5127,3877,3162,1030,187,12,16830.1
2012,강원,영월군,태양광,1205.0,3,40155,2481,4182,3764,4200,6034,7548,5363,4900,1461,197,25,16830.1
2012,강원,원주시,태양광,613.75,14,323885,31393,45063,40196,49057,58006,49756,23778,19277,6476,822,61,16830.1
2012,강원,인제군,태양광,156.32,3,32456,3122,3384,4325,4624,4655,5477,3052,2753,908,148,8,16830.1
2012,강원,철원군,태양광,305.0,7,47968,4330,5645,5943,6398,7219,7647,5015,4205,1322,217,27,16830.1
2012,강원,춘천시,태양광,288.58,5,273364,24304,36388,33970,38989,46653,43268,22968,19263,6463,1022,76,16830.1
2012,강원,태백시,태양광,55.2,1,49493,4240,5470,5002,7101,7688,8726,5974,4133,962,156,41,16830.1
2012,강원,태백시,폐기물,498.0,1,49493,4240,5470,5002,7101,7688,8726,5974,4133,962,156,41,16830.1
2012,강원,평창군,태양광,527.03,8,43627,3028,4411,4160,5014,6728,8492,5428,4690,1409,247,20,16830.1
2012,강원,홍천군,태양광,220.0,4,69727,5148,7765,7298,8082,10595,13027,7736,7358,2338,353,27,16830.1
2012,강원,화천군,태양광,647.88,4,25020,2340,2510,3981,3326,3402,3760,2383,2469,706,130,13,16830.1
2012,강원,횡성군,태양광,259.8,4,44615,2878,4718,4418,4572,6409,8464,5638,5391,1838,278,11,16830.1
2013,강원,강릉시,소수력,870.0,2,216806,17017,27107,24533,28280,35857,37166,22769,17110,5939,972,56,16830.1
2013,강원,강릉시,태양광,3986.24,15,216806,17017,27107,24533,28280,35857,37166,22769,17110,5939,972,56,16830.1
2013,강원,고성군,태양광,4307.41,17,30398,1668,2810,4910,2819,4058,5518,3766,3456,1178,204,11,16830.1
2013,강원,동해시,태양광,211.0,3,95143,8484,11972,10336,13079,16132,15955,9640,6972,2270,281,22,16830.1
2013,강원,삼척시,태양광,388.57,11,73023,4832,8121,9934,8539,10811,12498,8281,7062,2595,322,28,16830.1
2013,강원,속초시,태양광,346.6,5,83109,6772,10777,8848,10852,14950,14858,7848,5777,2120,286,21,16830.1
2013,강원,속초시,폐기물,390.0,1,83109,6772,10777,8848,10852,14950,14858,7848,5777,2120,286,21,16830.1
2013,강원,양구군,태양광,2067.9,24,23594,2140,2789,3639,2950,3231,3809,2092,2096,723,115,10,16830.1
2013,강원,양양군,태양광,48.69,2,27659,1682,2546,2839,2919,4016,5173,3851,3337,1088,194,14,16830.1
2013,강원,영월군,태양광,1238.0,5,40150,2403,4050,3670,4024,6014,7685,5497,5004,1563,212,28,16830.1
2013,강원,원주시,태양광,1712.21,28,324837,30629,43629,40020,47572,58603,52094,24530,19873,6901,925,61,16830.1
2013,강원,인제군,태양광,156.32,3,32517,3103,3251,4134,4598,4661,5701,3111,2835,951,163,9,16830.1
2013,강원,철원군,태양광,335.0,10,47473,4225,5423,5570,6152,7143,7853,5026,4412,1410,232,27,16830.1
2013,강원,춘천시,태양광,545.34,15,274455,24056,35376,33649,38202,46959,44497,23703,19965,6852,1113,83,16830.1
2013,강원,태백시,태양광,87.44,2,48794,4066,5311,4699,6673,7711,8643,6084,4333,1068,164,42,16830.1
2013,강원,태백시,폐기물,498.0,1,48794,4066,5311,4699,6673,7711,8643,6084,4333,1068,164,42,16830.1
2013,강원,평창군,태양광,527.03,8,43666,2906,4252,4018,4830,6772,8732,5539,4798,1510,286,23,16830.1
2013,강원,홍천군,태양광,220.0,4,70638,5113,7515,7604,8032,10495,13507,7980,7515,2473,373,31,16830.1
2013,강원,화천군,태양광,710.72,8,25079,2377,2479,3815,3320,3387,3901,2341,2556,755,130,18,16830.1
2013,강원,횡성군,태양광,2077.67,8,44937,2800,4570,4267,4464,6437,8783,5831,5498,1972,303,12,16830.1
2014,강원,강릉시,소수력,870.0,2,215807,16316,25907,24835,26705,35816,37313,23691,17745,6353,1060,66,16830.1
2014,강원,강릉시,태양광,6192.97,41,215807,16316,25907,24835,26705,35816,37313,23691,17745,6353,1060,66,16830.1
2014,강원,강릉시,풍력,80.0,1,215807,16316,25907,24835,26705,35816,37313,23691,17745,6353,1060,66,16830.1
2014,강원,고성군,태양광,8077.96,40,30269,1630,2680,4806,2697,4048,5483,3899,3531,1268,215,12,16830.1
2014,강원,동해시,태양광,1104.29,14,94562,8330,11457,10112,12396,16259,15992,10001,7224,2441,325,25,16830.1
2014,강원,삼척시,태양광,604.57,15,72314,4816,7856,9550,8044,10783,12442,8510,7097,2842,341,33,16830.1
2014,강원,속초시,태양광,1597.64,18,82432,6628,10230,8871,10285,14603,14962,8349,5904,2268,310,22,16830.1
2014,강원,속초시,폐기물,880.0,2,82432,6628,10230,8871,10285,14603,14962,8349,5904,2268,310,22,16830.1
2014,강원,양구군,태양광,4523.64,50,23888,2104,2745,3758,2947,3252,3876,2163,2162,741,129,11,16830.1
2014,강원,양양군,태양광,974.85,10,27521,1617,2482,2641,2769,4013,5180,3988,3479,1134,206,12,16830.1
2014,강원,영월군,태양광,6646.0,17,40191,2241,4015,3647,3761,5967,7769,5742,5073,1712,233,31,16830.1
2014,강원,원주시,태양광,3457.71,43,327292,30382,42306,40384,46416,59042,53802,26166,20237,7489,1003,65,16830.1
2014,강원,인제군,태양광,1109.32,12,32475,3041,3129,4144,4517,4610,5697,3267,2893,985,185,7,16830.1
2014,강원,철원군,소수력,465.0,1,47590,4149,5226,5983,5857,7054,7853,5127,4623,1442,249,27,16830.1
2014,강원,철원군,태양광,1792.6,24,47590,4149,5226,5983,5857,7054,7853,5127,4623,1442,249,27,16830.1
2014,강원,춘천시,태양광,2045.96,43,275791,23976,34147,33830,37270,46915,45506,24941,20570,7373,1178,85,16830.1
2014,강원,태백시,태양광,883.19,7,48258,3940,5164,4615,6214,7656,8522,6266,4456,1204,183,38,16830.1
2014,강원,태백시,폐기물,498.0,1,48258,3940,5164,4615,6214,7656,8522,6266,4456,1204,183,38,16830.1
2014,강원,평창군,태양광,725.03,10,43660,2793,4108,3953,4583,6759,8784,5831,4942,1554,330,23,16830.1
2014,강원,홍천군,소수력,430.0,1,70451,4937,7175,7457,7664,10295,13765,8534,7494,2696,399,35,16830.1
2014,강원,홍천군,태양광,1218.11,14,70451,4937,7175,7457,7664,10295,13765,8534,7494,2696,399,35,16830.1
2014,강원,화천군,소수력,98.0,1,27143,2364,2487,5318,3396,3454,4034,2484,2629,827,135,15,16830.1
2014,강원,화천군,태양광,810.77,10,27143,2364,2487,5318,3396,3454,4034,2484,2629,827,135,15,16830.1
2014,강원,횡성군,태양광,3547.54,18,45373,2738,4465,4247,4345,6361,8965,6249,5565,2111,314,13,16830.1
2015,강원,강릉시,소수력,870.0,2,214560,15943,24320,24847,25494,35694,37118,25010,18060,6883,1121,70,16830.1
2015,강원,강릉시,태양광,10254.96,70,214560,15943,24320,24847,25494,35694,37118,25010,18060,6883,1121,70,16830.1
2015,강원,강릉시,풍력,80.0,1,214560,15943,24320,24847,25494,35694,37118,25010,18060,6883,1121,70,16830.1
2015,강원,고성군,태양광,9347.56,53,30060,1579,2552,4594,2654,3963,5416,4116,3601,1334,237,14,16830.1
2015,강원,동해시,태양광,1759.93,17,93895,8142,10931,9787,12042,16167,15840,10633,7347,2622,359,25,16830.1
2015,강원,삼척시,태양광,1298.05,23,70839,4748,7241,9002,7553,10557,12312,8915,7035,3048,392,36,16830.1
2015,강원,속초시,태양광,1966.41,23,81992,6543,9621,8836,10037,14292,14959,8921,6031,2374,356,22,16830.1
2015,강원,속초시,폐기물,880.0,2,81992,6543,9621,8836,10037,14292,14959,8921,6031,2374,356,22,16830.1
2015,강원,양구군,태양광,8148.4,89,24089,2075,2664,4001,2909,3159,3824,2358,2168,792,130,9,16830.1
2015,강원,양양군,태양광,1271.67,13,27479,1573,2393,2600,2658,3896,5135,4191,3536,1247,238,12,16830.1
2015,강원,영월군,태양광,8098.7,33,40216,2152,3779,3750,3618,5840,7853,6066,5036,1830,255,37,16830.1
2015,강원,원주시,태양광,4298.07,58,332995,30771,41005,41380,46452,59232,55645,28592,20612,8132,1105,69,16830.1
2015,강원,인제군,태양광,3063.32,33,33255,3023,2989,4901,4442,4496,5726,3493,2924,1064,189,8,16830.1
2015,강원,철원군,소수력,465.0,1,48799,3975,4984,7443,5710,6895,7844,5355,4765,1542,258,28,16830.1
2015,강원,철원군,태양광,3903.2,40,48799,3975,4984,7443,5710,6895,7844,5355,4765,1542,258,28,16830.1
2015,강원,춘천시,바이오,800.0,1,277997,24022,32909,34843,36823,46563,45878,26867,20751,8003,1244,94,16830.1
2015,강원,춘천시,태양광,2833.73,58,277997,24022,32909,34843,36823,46563,45878,26867,20751,8003,1244,94,16830.1
2015,강원,태백시,태양광,2066.39,20,47501,3775,4947,4535,5805,7557,8283,6523,4523,1320,187,46,16830.1
2015,강원,태백시,폐기물,498.0,1,47501,3775,4947,4535,5805,7557,8283,6523,4523,1320,187,46,16830.1
2015,강원,평창군,태양광,1666.64,19,43500,2636,3909,3883,4351,6631,8810,6180,5041,1694,335,30,16830.1
2015,강원,홍천군,소수력,430.0,1,70336,4903,6830,7263,7348,10038,13765,9261,7494,2957,437,40,16830.1
2015,강원,홍천군,태양광,2213.96,30,70336,4903,6830,7263,7348,10038,13765,9261,7494,2957,437,40,16830.1
2015,강원,홍천군,풍력,99.0,1,70336,4903,6830,7263,7348,10038,13765,9261,7494,2957,437,40,16830.1
2015,강원,화천군,소수력,98.0,1,27020,2303,2333,5412,3269,3370,4034,2637,2615,888,144,15,16830.1
2015,강원,화천군,태양광,1043.77,14,27020,2303,2333,5412,3269,3370,4034,2637,2615,888,144,15,16830.1
2015,강원,횡성군,태양광,5018.95,33,45777,2673,4377,4227,4196,6266,9124,6653,5656,2243,343,19,16830.1
2016,강원,강릉시,소수력,870.0,2,213846,15624,23125,24804,24580,35071,37300,26320,18355,7385,1205,77,16830.1
2016,강원,강릉시,태양광,11866.96,84,213846,15624,23125,24804,24580,35071,37300,26320,18355,7385,1205,77,16830.1
2016,강원,강릉시,풍력,80.0,1,213846,15624,23125,24804,24580,35071,37300,26320,18355,7385,1205,77,16830.1
2016,강원,고성군,태양광,15170.16,77,30114,1533,2453,4469,2554,3930,5500,4285,3676,1427,277,10,16830.1
2016,강원,동해시,태양광,2253.93,22,93297,7981,10416,9710,11554,15973,15884,11150,7399,2835,368,27,16830.1
2016,강원,삼척시,태양광,1771.05,27,69599,4609,6775,8696,7127,10224,12211,9296,7020,3181,421,39,16830.1
2016,강원,속초시,태양광,2369.41,28,81793,6411,9086,8962,9746,13914,15077,9457,6181,2539,394,26,16830.1
2016,강원,속초시,폐기물,880.0,2,81793,6411,9086,8962,9746,13914,15077,9457,6181,2539,394,26,16830.1
2016,강원,양구군,태양광,14739.4,153,24010,2039,2522,4020,2829,3064,3869,2506,2154,868,128,11,16830.1
2016,강원,양양군,태양광,1469.67,15,27218,1494,2242,2540,2547,3752,5155,4301,3580,1342,251,14,16830.1
2016,강원,영월군,태양광,6323.7,60,40073,2081,3600,3714,3445,5643,7882,6438,4992,1972,263,43,16830.1
2016,강원,원주시,바이오,980.0,1,337979,30769,39711,42547,46372,59019,57365,31157,20802,8931,1220,86,16830.1
2016,강원,원주시,태양광,11092.07,111,337979,30769,39711,42547,46372,59019,57365,31157,20802,8931,1220,86,16830.1
2016,강원,인제군,태양광,6887.32,57,32720,2936,2811,4569,4392,4336,5702,3719,2913,1135,199,8,16830.1
2016,강원,정선군,태양광,2109.0,14,38718,2361,3120,3332,4103,5679,7630,5973,4553,1658,273,36,16830.1
2016,강원,철원군,소수력,465.0,1,48013,3819,4789,7135,5497,6633,7821,5529,4847,1657,253,33,16830.1
2016,강원,철원군,태양광,10116.2,67,48013,3819,4789,7135,5497,6633,7821,5529,4847,1657,253,33,16830.1
2016,강원,춘천시,바이오,800.0,1,280707,24054,31556,35805,36790,46236,46351,28706,21039,8761,1311,98,16830.1
2016,강원,춘천시,태양광,5564.73,90,280707,24054,31556,35805,36790,46236,46351,28706,21039,8761,1311,98,16830.1
2016,강원,태백시,태양광,2434.39,24,47070,3627,4679,4511,5465,7414,8231,6825,4577,1492,203,46,16830.1
2016,강원,태백시,폐기물,498.0,1,47070,3627,4679,4511,5465,7414,8231,6825,4577,1492,203,46,16830.1
2016,강원,평창군,태양광,2516.68,27,43318,2547,3731,3840,4122,6502,8745,6577,5010,1877,339,28,16830.1
2016,강원,홍천군,소수력,430.0,1,70076,4735,6438,7056,7102,9748,13707,10062,7482,3249,456,41,16830.1
2016,강원,홍천군,태양광,4638.96,56,70076,4735,6438,7056,7102,9748,13707,10062,7482,3249,456,41,16830.1
2016,강원,홍천군,풍력,99.0,1,70076,4735,6438,7056,7102,9748,13707,10062,7482,3249,456,41,16830.1
2016,강원,화천군,소수력,98.0,1,26264,2220,2192,4899,3141,3203,4064,2805,2607,969,150,14,16830.1
2016,강원,화천군,태양광,1709.77,20,26264,2220,2192,4899,3141,3203,4064,2805,2607,969,150,14,16830.1
2016,강원,횡성군,태양광,10267.95,61,45991,2541,4155,4260,4041,6031,9233,7226,5595,2510,380,19,16830.1
2017,강원,강릉시,소수력,870.0,2,213952,14997,22104,25130,23851,34570,37069,27940,18906,8022,1282,81,16830.1
2017,강원,강릉시,태양광,18929.0,124,213952,14997,22104,25130,23851,34570,37069,27940,18906,8022,1282,81,16830.1
2017,강원,강릉시,풍력,80.0,1,213952,14997,22104,25130,23851,34570,37069,27940,18906,8022,1282,81,16830.1
2017,강원,고성군,태양광,22305.0,100,30029,1492,2324,4372,2529,3865,5480,4469,3662,1522,301,13,16830.1
2017,강원,동해시,태양광,2516.0,26,92851,7651,9948,9944,10927,15792,15753,11722,7641,3049,394,30,16830.1
2017,강원,삼척시,태양광,8493.0,54,68514,4366,6455,8499,6738,9893,11954,9689,7078,3353,449,40,16830.1
2017,강원,속초시,태양광,2859.0,32,82273,6171,8625,9170,9674,13753,15139,10132,6449,2688,447,25,16830.1
2017,강원,속초시,폐기물,880.0,2,82273,6171,8625,9170,9674,13753,15139,10132,6449,2688,447,25,16830.1
2017,강원,양구군,태양광,26197.0,246,23835,1984,2449,3822,2814,2970,3845,2697,2160,932,150,12,16830.1
2017,강원,양양군,태양광,2091.0,17,27207,1417,2145,2445,2453,3703,5117,4525,3684,1446,258,14,16830.1
2017,강원,영월군,태양광,9722.0,84,40067,1981,3429,3724,3306,5496,7840,6802,5072,2092,283,42,16830.1
2017,강원,원주시,바이오,980.0,1,341337,29848,38740,43863,45587,58914,58054,33965,21355,9611,1307,93,16830.1
2017,강원,원주시,태양광,22938.24,195,341337,29848,38740,43863,45587,58914,58054,33965,21355,9611,1307,93,16830.1
2017,강원,인제군,태양광,12555.0,115,32582,2872,2661,4451,4345,4278,5577,4043,2920,1213,212,10,16830.1
2017,강원,정선군,태양광,7412.0,53,38173,2177,2999,3209,3837,5484,7497,6278,4595,1763,295,39,16830.1
2017,강원,철원군,소수력,465.0,1,47185,3638,4577,6885,5208,6453,7719,5701,4927,1763,275,39,16830.1
2017,강원,철원군,태양광,13011.0,89,47185,3638,4577,6885,5208,6453,7719,5701,4927,1763,275,39,16830.1
2017,강원,춘천시,바이오,800.0,1,280514,23272,30226,36418,36073,45081,46334,30594,21537,9421,1456,102,16830.1
2017,강원,춘천시,태양광,9216.0,123,280514,23272,30226,36418,36073,45081,46334,30594,21537,9421,1456,102,16830.1
2017,강원,태백시,태양광,2965.0,28,45888,3367,4425,4259,5071,7239,7958,6987,4713,1611,211,47,16830.1
2017,강원,태백시,폐기물,498.0,1,45888,3367,4425,4259,5071,7239,7958,6987,4713,1611,211,47,16830.1
2017,강원,평창군,태양광,5785.0,51,43092,2381,3553,3769,3916,6247,8655,7074,5081,2050,334,32,16830.1
2017,강원,홍천군,소수력,430.0,1,70340,4536,6153,7073,6886,9494,13618,10974,7526,3544,495,41,16830.1
2017,강원,홍천군,태양광,7524.0,79,70340,4536,6153,7073,6886,9494,13618,10974,7526,3544,495,41,16830.1
2017,강원,홍천군,풍력,99.0,1,70340,4536,6153,7073,6886,9494,13618,10974,7526,3544,495,41,16830.1
2017,강원,화천군,소수력,98.0,1,26022,2118,2102,4677,3053,3183,4072,2976,2594,1073,161,13,16830.1
2017,강원,화천군,태양광,5545.0,35,26022,2118,2102,4677,3053,3183,4072,2976,2594,1073,161,13,16830.1
2017,강원,횡성군,태양광,16234.0,109,46281,2458,4031,4204,3920,5801,9158,7839,5721,2709,416,24,16830.1
2018,강원,강릉시,소수력,870.0,2,212957,14512,20922,25047,23140,33434,37198,29343,19243,8652,1373,93,16830.1
2018,강원,강릉시,태양광,24414.81,181,212957,14512,20922,25047,23140,33434,37198,29343,19243,8652,1373,93,16830.1
2018,강원,강릉시,풍력,80.0,1,212957,14512,20922,25047,23140,33434,37198,29343,19243,8652,1373,93,16830.1
2018,강원,고성군,소수력,180.0,1,28144,1345,1985,3625,2359,3398,5241,4627,3632,1600,319,13,16830.1
2018,강원,고성군,태양광,43228.74,186,28144,1345,1985,3625,2359,3398,5241,4627,3632,1600,319,13,16830.1
2018,강원,동해시,태양광,3895.41,41,91272,7306,9471,9631,10095,15236,15721,12189,7909,3258,430,26,16830.1
2018,강원,삼척시,태양광,14040.37,67,68326,4310,6012,8334,6697,9703,11986,10039,7149,3561,490,45,16830.1
2018,강원,속초시,태양광,3293.96,34,81682,6052,8201,8948,9448,13078,15201,10838,6571,2817,502,26,16830.1
2018,강원,속초시,폐기물,490.0,1,81682,6052,8201,8948,9448,13078,15201,10838,6571,2817,502,26,16830.1
2018,강원,양구군,소수력,180.0,1,23408,1935,2312,3605,2777,2822,3742,2927,2125,994,153,16,16830.1
2018,강원,양구군,태양광,41634.09,362,23408,1935,2312,3605,2777,2822,3742,2927,2125,994,153,16,16830.1
2018,강원,양양군,태양광,3360.07,19,27347,1356,2068,2376,2426,3617,5098,4843,3687,1575,289,12,16830.1
2018,강원,영월군,태양광,17468.9,106,39730,1873,3260,3646,3176,5191,7730,7208,5016,2300,289,41,16830.1
2018,강원,원주시,바이오,1870.0,2,344070,29037,37615,44367,45313,57667,59403,37088,21573,10417,1501,89,16830.1
2018,강원,원주시,태양광,29481.07,286,344070,29037,37615,44367,45313,57667,59403,37088,21573,10417,1501,89,16830.1
2018,강원,인제군,태양광,34841.0,232,32136,2699,2563,4293,4126,4148,5544,4325,2858,1343,227,10,16830.1
2018,강원,정선군,태양광,7908.0,54,37700,2032,2856,3050,3648,5261,7402,6633,4596,1865,315,42,16830.1
2018,강원,철원군,소수력,465.0,1,46413,3469,4330,6630,5042,6162,7615,6023,4914,1875,310,43,16830.1
2018,강원,철원군,태양광,40745.2,156,46413,3469,4330,6630,5042,6162,7615,6023,4914,1875,310,43,16830.1
2018,강원,춘천시,바이오,800.0,1,280640,22634,29152,36518,35515,43878,46694,32789,21574,10183,1604,99,16830.1
2018,강원,춘천시,태양광,17584.87,203,280640,22634,29152,36518,35515,43878,46694,32789,21574,10183,1604,99,16830.1
2018,강원,태백시,태양광,4998.11,31,44858,3113,4322,4067,4600,6952,7843,7102,4838,1744,228,49,16830.1
2018,강원,태백시,폐기물,498.0,1,44858,3113,4322,4067,4600,6952,7843,7102,4838,1744,228,49,16830.1
2018,강원,평창군,연료전지,96.0,1,42610,2212,3377,3660,3650,5860,8612,7542,5126,2214,322,35,16830.1
2018,강원,평창군,태양광,11302.71,75,42610,2212,3377,3660,3650,5860,8612,7542,5126,2214,322,35,16830.1
2018,강원,홍천군,소수력,430.0,1,69949,4401,5814,6796,6720,9001,13393,11937,7472,3852,528,35,16830.1
2018,강원,홍천군,태양광,22477.83,179,69949,4401,5814,6796,6720,9001,13393,11937,7472,3852,528,35,16830.1
2018,강원,홍천군,풍력,99.0,1,69949,4401,5814,6796,6720,9001,13393,11937,7472,3852,528,35,16830.1
2018,강원,화천군,소수력,98.0,1,25084,1975,1973,4053,2993,2970,4044,3189,2551,1155,168,13,16830.1
2018,강원,화천군,태양광,19671.51,108,25084,1975,1973,4053,2993,2970,4044,3189,2551,1155,168,13,16830.1
2018,강원,횡성군,태양광,27839.68,158,46726,2403,3827,4245,3853,5618,9168,8505,5716,2918,449,24,16830.1
2019,강원,강릉시,소수력,870.0,2,213442,14037,20214,25401,22294,32932,36860,31407,19431,9262,1504,100,16830.1
2019,강원,강릉시,태양광,36439.58,286,213442,14037,20214,25401,22294,32932,36860,31407,19431,9262,1504,100,16830.1
2019,강원,강릉시,풍력,80.0,1,213442,14037,20214,25401,22294,32932,36860,31407,19431,9262,1504,100,16830.1
2019,강원,고성군,소수력,180.0,1,27260,1348,1772,3169,2262,3198,4997,4856,3603,1715,325,15,16830.1
2019,강원,고성군,태양광,66223.56,263,27260,1348,1772,3169,2262,3198,4997,4856,3603,1715,325,15,16830.1
2019,강원,동해시,태양광,6075.41,56,90522,6876,9084,9437,9555,14897,15706,12961,7982,3530,465,29,16830.1
2019,강원,삼척시,태양광,26313.99,173,67228,4139,5610,7935,6344,9332,11767,10556,7200,3775,524,46,16830.1
2019,강원,속초시,태양광,3744.01,44,81786,5961,7772,8912,9292,12650,15219,11679,6705,2980,583,33,16830.1
2019,강원,속초시,폐기물,490.0,1,81786,5961,7772,8912,9292,12650,15219,11679,6705,2980,583,33,16830.1
2019,강원,양구군,소수력,180.0,1,22764,1887,2135,3276,2683,2646,3688,3114,2093,1069,156,17,16830.1
2019,강원,양구군,태양광,54590.25,485,22764,1887,2135,3276,2683,2646,3688,3114,2093,1069,156,17,16830.1
2019,강원,양양군,태양광,8191.13,50,27726,1384,1960,2362,2431,3599,5128,5131,3714,1692,311,14,16830.1
2019,강원,영월군,태양광,20762.26,165,39127,1779,3032,3440,3009,4882,7604,7580,4924,2506,324,47,16830.1
2019,강원,원주시,바이오,1870.0,2,349215,28801,36767,45028,45276,57401,60168,41171,21514,11357,1626,106,16830.1
2019,강원,원주시,태양광,43730.07,471,349215,28801,36767,45028,45276,57401,60168,41171,21514,11357,1626,106,16830.1
2019,강원,인제군,태양광,58948.19,405,31672,2592,2392,4190,3920,3987,5476,4705,2767,1408,222,13,16830.1
2019,강원,정선군,태양광,11281.72,99,37271,1896,2694,2953,3373,5102,7268,6998,4551,2061,329,46,16830.1
2019,강원,철원군,소수력,465.0,1,45584,3446,4053,6138,4876,5960,7514,6277,4864,2067,347,42,16830.1
2019,강원,철원군,태양광,58805.41,275,45584,3446,4053,6138,4876,5960,7514,6277,4864,2067,347,42,16830.1
2019,강원,춘천시,바이오,800.0,1,281291,22272,27974,36965,34841,42827,46998,35350,21244,10941,1769,110,16830.1
2019,강원,춘천시,태양광,25670.34,307,281291,22272,27974,36965,34841,42827,46998,35350,21244,10941,1769,110,16830.1
2019,강원,태백시,태양광,14582.97,49,43866,2862,4060,3859,4224,6655,7610,7483,4853,1959,245,56,16830.1
2019,강원,태백시,폐기물,498.0,1,43866,2862,4060,3859,4224,6655,7610,7483,4853,1959,245,56,16830.1
2019,강원,평창군,연료전지,96.0,1,42106,2036,3137,3468,3427,5526,8400,8198,5061,2470,345,38,16830.1
2019,강원,평창군,태양광,21229.95,160,42106,2036,3137,3468,3427,5526,8400,8198,5061,2470,345,38,16830.1
2019,강원,홍천군,소수력,430.0,1,69150,4061,5529,6583,6330,8567,13124,12828,7344,4180,567,37,16830.1
2019,강원,홍천군,태양광,43985.4,410,69150,4061,5529,6583,6330,8567,13124,12828,7344,4180,567,37,16830.1
2019,강원,홍천군,풍력,99.0,1,69150,4061,5529,6583,6330,8567,13124,12828,7344,4180,567,37,16830.1
2019,강원,화천군,소수력,98.0,1,24917,1888,1921,3941,2882,2846,4016,3457,2492,1277,182,15,16830.1
2019,강원,화천군,태양광,37027.11,198,24917,1888,1921,3941,2882,2846,4016,3457,2492,1277,182,15,16830.1
2019,강원,횡성군,태양광,33612.84,235,46575,2291,3693,4045,3650,5285,9045,9337,5649,3081,469,30,16830.1
2020,강원,강릉시,소수력,870.0,2,213321,13488,18974,25201,21691,32357,36652,33706,19586,9908,1649,109,16830.1
2020,강원,강릉시,태양광,55804.0,378,213321,13488,18974,25201,21691,32357,36652,33706,19586,9908,1649,109,16830.1
2020,강원,강릉시,풍력,80.0,1,213321,13488,18974,25201,21691,32357,36652,33706,19586,9908,1649,109,16830.1
2020,강원,고성군,소수력,180.0,1,26757,1273,1621,2868,2219,3063,4822,5193,3499,1843,339,17,16830.1
2020,강원,고성군,태양광,78213.0,354,26757,1273,1621,2868,2219,3063,4822,5193,3499,1843,339,17,16830.1
2020,강원,동해시,태양광,6662.0,62,90593,6625,8817,9419,9233,14569,15638,13905,8082,3750,524,31,16830.1
2020,강원,삼척시,태양광,41317.0,238,65243,3861,5134,7236,5795,8923,11331,11167,7187,3976,582,51,16830.1
2020,강원,속초시,태양광,3760.0,45,82665,5859,7478,9018,9199,12482,15176,12798,6804,3202,617,32,16830.1
2020,강원,양구군,소수력,180.0,1,22278,1702,2047,3171,2547,2556,3547,3365,2020,1160,148,15,16830.1
2020,강원,양구군,태양광,71831.0,626,22278,1702,2047,3171,2547,2556,3547,3365,2020,1160,148,15,16830.1
2020,강원,양양군,태양광,10942.0,62,27946,1350,1845,2411,2340,3524,5101,5539,3648,1850,321,17,16830.1
2020,강원,영월군,태양광,29391.0,222,38662,1677,2869,3311,2780,4614,7364,8091,4834,2715,355,52,16830.1
2020,강원,원주시,바이오,1870.0,2,354376,28302,35918,45576,45323,57215,60829,45593,21636,12062,1810,112,16830.1
2020,강원,원주시,태양광,60746.0,609,354376,28302,35918,45576,45323,57215,60829,45593,21636,12062,1810,112,16830.1
2020,강원,인제군,태양광,76724.0,562,31694,2499,2314,4067,3902,3998,5255,5205,2677,1507,256,14,16830.1
2020,강원,정선군,태양광,27523.0,162,36870,1736,2544,2820,3078,4978,6986,7575,4520,2231,352,50,16830.1
2020,강원,철원군,소수력,465.0,1,44699,3365,3795,5846,4687,5687,7227,6726,4716,2244,361,45,16830.1
2020,강원,철원군,태양광,76695.0,427,44699,3365,3795,5846,4687,5687,7227,6726,4716,2244,361,45,16830.1
2020,강원,춘천시,바이오,800.0,1,282765,21669,26937,37345,34254,42476,47024,38227,21021,11775,1918,119,16830.1
2020,강원,춘천시,태양광,29531.0,357,282765,21669,26937,37345,34254,42476,47024,38227,21021,11775,1918,119,16830.1
2020,강원,태백시,태양광,22189.0,63,42719,2574,3831,3679,3779,6434,7376,7682,4924,2093,282,65,16830.1
2020,강원,평창군,연료전지,96.0,1,41681,1868,2907,3415,3098,5341,8080,8876,4988,2701,365,42,16830.1
2020,강원,평창군,태양광,55740.0,281,41681,1868,2907,3415,3098,5341,8080,8876,4988,2701,365,42,16830.1
2020,강원,홍천군,소수력,430.0,1,69242,3800,5180,6875,6139,8297,12754,13820,7310,4387,637,43,16830.1
